hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
酶	매	14	14	金	술밑 매	1	1
酷	혹	14	14	金	독할 혹	3	1
酸	산	14	14	金	초 산	4	1
酹	뇌,뢰	14	14	金	부을 뢰	0	1
醃	엄	15	15	金	절일 엄	1	1
醇	순	15	15	金	전국술 순	3	1
醉	취	15	15	金	술취할 취	4	1
醋	초	15	15	金	초산 초	3	1
醍	제	16	16	金	맑은 술 제	3	1
醐	호	16	16	金	제호 호	1	1
醒	성	16	16	金	술 깰 성	3	1
醜	추	16	16	金	추할 추	4	1
醞	온	17	17	金	술 빚을 온	1	1
醢	해	17	17	金	젓 해	0	1
醪	료,요	18	18	金	막걸리 료	1	1
醫	의	18	18	金	의원 의	4	1
醬	장	18	18	金	장 장	4	1
醮	초	19	19	金	초례 초	3	1
醯	혜	19	19	金	초 혜	3	1
醱	발	19	19	金	술 괼 발	3	1
醴	례,예	20	20	金	단술 례	3	1
醵	갹	20	20	金	술추렴	3	1
醼	연	23	23	金		0	1
釀	양	24	24	金	술 빚을 양	4	1
釁	흔	26	26	金	피바를 흔	1	0
釃	시	26	26	金	술 거를 시	0	1
釆	변	7	7		분별하다	1	1
采	채	8	8		캘 채	3	0
釉	유	12	12		물건 빛날 유	3	0
釋	석	20	20		풀 석	4	1
里	리,이	7	7	土	마을 리	3	0
重	중	9	9	土	무거울 중	4	1
野	야	11	11	土	들판 야	4	1
量	량,양	12	12	土	헤아릴 량	4	1
釐	리,이	18	18	土	다스릴 리	3	0
金	금,김	8	8	金	성 금	4	0
釗	소,쇠	10	10	金	쇠	3	0
釘	정	10	10	金	창 정	4	1
釜	부	10	10	金	가마 부	3	1
針	침	10	10	金	바늘 침	4	1
釣	조	11	11	金	낚시 조	4	1
釤	삼	11	11	金	낫 삼	0	1
釥	초	11	11	金		0	1
釦	구	11	11	金	그릇에 금테 두를 구	1	1
釧	천	11	11	金	팔찌 천	3	1
釩	범	11	11	金		1	1
釪	우	11	11	金	요령 우	3	1
釬	한	11	11	金		0	1
釭	공	11	11	金	굴대 공	1	1
釮	재	11	11	金		0	1
釱	체	11	11	金		0	1
釴	익	11	11	金		0	1
釵	채	11	11	金	비녀 채	3	1
釿	근	12	12	金	대패 근	0	1
鈄	두	12	12	金		0	1
鈇	부	12	12	金	도끼 부	1	1
鈍	둔	12	12	金	무딜 둔	3	1
鈏	인	12	12	金		0	1
鈐	검	12	12	金	굴대 비녀장 검	3	1
鈑	판	12	12	金	불린 금 판	3	0
鈒	삽	11	11	金	창 삽	3	1
鈔	초	12	12	金	노략질할 초	2	1
鈕	뉴,유	12	12	金		3	1
鈗	윤	12	12	金	창 윤	3	1
鈜	횡	12	12	金	쇳소리 횡	1	1
鈞	균	12	12	金	서른 근 균	3	1
鈟	조	12	12	金	낚시 조	0	1
鈦	태	12	12	金		1	1
鈱	민	13	13	金		0	1
鈳	아	13	13	金		0	1
鈴	령,영	13	13	金	방울 령	4	1
鈵	병	13	13	金		0	1
鈷	고	13	13	金	다리미 고	1	1
鈸	발	13	13	金	방울 발	1	1
鈺	옥	13	13	金	보배 옥	3	0
鈿	전	13	13	金	비녀 전	3	1
鉀	갑	13	13	金	갑옷 갑	3	1
鉁	진	13	13	金	보배 진	0	0
鉄	철	13	13	金		1	1
鉅	거	12	12	金	갈고리 거	3	1
鉉	현	13	13	金	솥귀 현	3	0
鉋	포	13	13	金	대패 포	1	1
鉌	화	13	13	金		0	1
鉍	필	13	13	金		2	1
鉎	생	13	13	金	녹 생	0	1
鉏	서	13	13	金	호미 서	0	1
鉐	석	13	13	金	놋쇠 석	2	1
鉑	박	13	13	金		2	1
鉒	주	13	13	金	쇳돌 주	0	1
鉖	동	13	13	金		0	1
鉗	겸	13	13	金	목사슬 겸	3	1
鉚	류,유	13	13	金		1	1
鉛	연	13	13	金	납 연	3	1
鉞	월	13	13	金	도끼 월	3	1
鉢	발	13	13	金	바리때 발	3	1
鉤	구	13	13	金	갈고랑쇠 구	3	1
鉥	술	13	13	金	돗바늘 술	3	1
鉦	정	13	13	金	징 정	3	1
鉷	홍	14	14	金	돌쇠뇌 홍	2	1
鉸	교	14	14	金		1	1
鉺	이	14	14	金		1	1
鉻	락	14	14	金		1	1
鉼	병	14	14	金	판금 병	2	1
鉽	식	14	14	金		0	1
銀	은	14	14	金	은 은	4	0
銂	주	14	14	金		0	1
銃	총	14	14	金	도끼 구멍 총	3	1
銅	동	14	14	金	구리 동	4	1
銋	임	14	14	金	젖을 임	0	1
銑	선	14	14	金	끌 선	3	1
銓	전	14	14	金	사람 가릴 전	3	1
銕	철	14	14	金	鐵의 古字	1	1
銖	수	14	14	金	저울눈 수	3	1
銘	명	14	14	金	새길 명	3	1
銙	과	14	14	金	대구 과	0	1
銚	조	14	14	金	쟁개비 조	1	1
銛	섬	14	14	金	가래 섬	1	1
銜	함	14	14	金	재갈 함	3	1
銧	광	14	14	金		1	1
銲	한	15	15	金		1	1
銳	예	15	15	金	날카로울 예	4	1
銴	세	15	15	金		0	1
銶	구	15	15	金	끌 구	3	1
銷	소	15	15	金	녹을 소	3	1
銹	수	15	15	金	동록 수	3	1
銾	홍	15	15	金		0	1
鋀	두	15	15	金		0	1
鋆	윤	15	15	金		1	1
鋈	옥	15	15	金		0	1
鋋	연	14	14	金		0	1
鋌	정	14	14	金	화살촉 정	3	1
鋎	환	15	15	金		0	1
鋏	협	15	15	金	칼 손잡이 협	3	1
鋑	전	15	15	金		0	1
鋒	봉	15	15	金	칼끝 봉	4	1
鋕	지	15	15	金		2	1
鋗	현	15	15	金	노구솥 현	0	1
鋟	침	15	15	金	새길 침	0	1
鋠	신	15	15	金		0	1
鋤	서	15	15	金	호미 서	4	1
鋥	정	15	15	金		2	1
鋦	국	15	15	金		0	1
鋧	현	15	15	金		0	1
鋪	포	15	15	金	전방 포	4	1
鋸	거	16	16	金	톱 거	3	1
鋹	창	16	16	金		0	1
鋺	완,원	16	16	金	저울 바탕 원	1	1
鋼	강	16	16	金	쇠 강	4	0
鋽	조	16	16	金	불리지 않은 쇠 조	0	0
鋾	도	16	16	金		0	1
鋿	상	16	16	金		0	1
錀	륜,윤	16	16	金		0	1
錄	녹,록	16	16	金	기록할 녹	4	1
錈	권	16	16	金		0	1
錉	민	16	16	金		0	1
錌	안	16	16	金		0	1
錏	아	16	16	金	투구의 목가림 아	1	1
錐	추	16	16	金	송곳 추	3	1
錕	곤	16	16	金	붉은 쇠 곤	2	0
錘	추	16	16	金	저울눈 추	3	1
錙	치	16	16	金	저울눈 치	1	1
錚	쟁	14	14	金	쇳소리 쟁그렁거릴 쟁	3	1
錝	종	16	16	金		0	1
錞	순	16	16	金	사발종 순	3	1
錟	담	16	16	金	긴 창 담	3	1
錠	정	16	16	金	촛대 정	3	1
錡	기	16	16	金	솥 기	3	1
錢	전	16	16	金	돈 전	4	1
錣	철	16	16	金	물미 철	1	1
錤	기	16	16	金	호미 기	3	1
錦	금	16	16	金	비단 금	3	1
錧	관	16	16	金	비녀장 관	2	1
錨	묘	16	16	金	닻 묘	3	1
錩	창	16	16	金		1	1
錪	전	16	16	金	솥 전	0	1
錫	석	16	16	金	주석 석	3	1
錮	고	16	16	金	땜질할 고	3	1
錯	착	16	16	金	섞일 착	4	1
鍈	영	16	16	金	방울소리 영	3	1
鍉	시	17	17	金	숟가락 시	0	1
鍊	련,연	17	17	金	불릴 련	4	1
鍋	과	16	16	金	노구솥 과	4	1
鍍	도	17	17	金	도금할 도	3	0
鍑	복	17	17	金		2	1
鍔	악	17	17	金	칼날끝 악	3	1
鍗	제	17	17	金	큰 가마 제	0	1
鍚	양	17	17	金		1	1
鍛	단	17	17	金	쇠불릴 단	3	1
鍜	하	17	17	金	목투구 하	1	1
鍝	우	17	17	金	귀고리 우	0	1
鍠	굉,황	17	17	金		1	1
鍤	삽	17	17	金	가래 삽	1	1
鍥	결	17	17	金		1	1
鍫	초	17	17	金	가래 초	0	1
鍬	초	17	17	金	가래 초	1	1
鍮	유	17	17	金	놋쇠 유	3	1
鍰	환	17	17	金	무게 단위 환	1	1
鍱	섭	17	17	金		0	1
鍲	민	17	17	金		0	1
鍵	건	16	16	金	열쇠 건	3	1
鍸	호	17	17	金		0	1
鍹	선	17	17	金		0	1
鍼	침	17	17	金	바늘 침	3	1
鍾	종	17	17	金	술병 종	3	1
鎀	수	17	17	金		0	1
鎈	차	17	17	金		0	1
鎊	방	18	18	金	깎을 방	1	1
鎌	겸	18	18	金	낫 겸	3	1
鎏	류,유	18	18	金		1	1
鎔	용	18	18	金	불릴 용	3	1
鎖	쇄	18	18	金	자물쇠 쇄	4	1
鎗	쟁	18	18	金	금석소리 쟁	1	1
鎚	추	17	17	金	쇠마치 추	3	1
鎛	박	18	18	金	종 박	0	1
鎟	상	18	18	金	방울소리 상	0	1
鎠	강	18	18	金		0	1
鎡	자	17	17	金	호미 자	1	1
鎣	형	18	18	金	줄 형	3	1
鎤	황	18	18	金	종소리 황	1	1
鎧	개	18	18	金	투구 개	3	1
鎬	호	18	18	金	호경 호	3	1
鎭	진	18	18	金	누를 진	3	1
鎰	일	18	18	金	중량 일	3	1
鎻	쇄	18	18	金		0	1
鏃	족	19	19	金	화살촉 족	3	1
鏇	선	19	19	金	갈이틀 선	0	1
鏈	련,연	18	18	金	쇠사슬 련	1	1
鏊	오	18	18	金	번철 오	0	1
鏋	만	19	19	金	금 만	2	0
鏌	막	18	18	金	칼 이름 막	0	1
鏐	류,유	19	19	金		0	1
鏑	적	19	19	金	화살촉 적	3	1
鏖	오	19	19	金	무찌를 오	1	1
鏗	갱	19	19	金	금석 소리 갱	1	1
鏘	장	19	19	金	금옥 소리 장	1	1
鏛	상	19	19	金		0	1
鏜	당	19	19	金	북방축소 당	1	1
鏝	만	19	19	金	흙손 만	1	1
鏞	용	19	19	金	큰 쇠북 용	3	1
鏟	산	19	19	金	대패 산	2	1
鏡	경	19	19	金	거울 경	4	1
鏢	표	19	19	金	칼날 표	1	1
鏤	누,루	19	19	金	새길 루	3	1
鏦	총	19	19	金	창 총	0	1
鏨	참	19	19	金	끌 참	1	1
鏴	로	21	21	金		0	1
鏵	화	18	18	金		2	1
鏶	집	20	20	金	판금 집	3	1
鏸	혜	20	20	金		0	1
鏹	강	20	20	金		1	1
鏻	린,인	20	20	金	굳셀 린	0	0
鐀	궤	20	20	金		0	1
鐃	뇨,요	20	20	金	작은 징 뇨	1	1
鐄	횡	19	19	金	종 횡	3	1
鐌	상	19	19	金		0	1
鐍	휼	20	20	金		0	1
鐏	준	20	20	金	창고달 준	1	1
鐐	료,요	20	20	金	은 료	1	0
鐓	대	20	20	金	창고달 대	0	1
鐔	심	20	20	金	칼날 아래 코등이 심	0	1
鐘	종	20	20	金	쇠북 종	4	1
鐙	등	20	20	金	등자 등	1	1
鐛	영	20	20	金		0	1
鐥	선	20	20	金	복자 선	3	0
鐪	노,로	21	21	金	부레 로	0	1
鐫	전	20	20	金	새길 전	3	1
鐵	철	21	21	金	쇠 철	4	0
鐶	환	21	21	金	고리 환	2	1
鐸	탁	21	21	金	요령 탁	3	1
鐺	당	21	21	金	죄인 자물쇠 당	2	1
鑂	훈	22	22	金	금빛 투색할 훈	2	1
鑄	주	22	22	金	쇠 부어 만들 주	3	0
鑅	횡	22	22	金		0	1
鑊	확	21	21	金	가마 확	1	1
鑌	빈	22	22	金	강철 빈	1	1
鑑	감	22	22	金	거울 감	3	1
鑒	감	22	22	金	鑑과 同字	3	1
鑕	질	23	23	金	모루 질	0	1
鑛	광	22	22	金	쇳돌 광	3	1
鑞	납,랍	23	23	金	땜납 랍	1	1
鑠	삭	23	23	金	녹일 삭	1	1
鑢	려,여	23	23	金	줄 려	0	1
鑣	표	23	23	金	말 재갈 표	1	1
鑪	노,로	24	24	金	화로 로	1	1
鑫	흠	24	24	金		1	1
鑭	란	25	25	金		0	1
鑮	박	24	24	金		0	1
鑰	약	25	25	金	자물쇠 약	1	1
鑱	참	25	25	金	보습 참	0	1
鑲	양	25	25	金	거푸집 속 양	1	1
鑵	관	25	25	金	두레박 관	1	1
鑷	섭	26	26	金	쪽집게 섭	1	1
鑼	나,라	27	27	金	징 라	1	1
鑽	찬	27	27	金	끌 찬	3	1
鑾	난,란	27	27	金	방울 란	1	1
鑿	착	28	28	金	뚫을 착	3	1
钁	곽	28	28	金		0	1
長	장	8	8	木	길 장	4	0
門	문	8	8	木	문 문	4	1
閃	섬	10	10	木	번쩍할 섬	4	1
閈	한	11	11	木	마을 문 한	0	0
閉	폐	11	11	木	닫을 폐	4	1
開	개	12	12	木	열 개	4	0
閎	굉	12	12	木	마을문 굉	1	0
閏	윤	12	12	木	윤달	3	1
閑	한	12	12	木	한가할 한	3	1
閒	한	12	12	木	한가할 한	4	1
間	간	12	12	木	틈 간	4	1
閔	민	12	12	木	위문할 민	3	0
閘	갑	13	13	木	문 빗장 갑	3	1
閜	하	13	13	木		0	1
閟	비	13	13	木	문 닫을 비	0	1
閠	윤	13	13	木		0	1
閣	각	14	14	木	문설주 각	3	1
閤	합	14	14	木	도장 합	3	1
閥	벌	14	14	木	공훈 벌	3	1
閨	규	14	14	木	색시 규	3	1
閩	민	14	14	木	종족이름 민	1	1
閫	곤	15	15	木	문지방 곤	1	1
閬	낭,랑	15	15	木	솟을 대문 랑	1	1
閭	려,여	14	14	木	이문 려	3	1
閱	열	15	15	木	겪을 열	4	1
閵	린	16	16	木		0	1
閶	창	16	16	木		0	1
閹	엄	16	16	木	고자 엄	1	1
閻	염	16	16	木	마을 염	3	0
閼	알	16	16	木	막을	3	1
閽	혼	16	16	木	문지기 혼	0	1
閾	역	16	16	木	문지방 역	1	1
闃	격	17	17	木	고요할 격	0	0
闇	암	17	17	木	어두울 암	3	1
闈	위	17	17	木	대궐안의 문 위	1	1
闊	활	17	17	木	트일 활	4	1
闋	결	17	17	木	쉴 결	1	1
闌	난,란	17	17	木	가막을 란	1	1
闍	도	16	16	木	성문 층대 도	0	1
闓	개	18	18	木	열 개	0	0
闔	합	18	18	木	문짝 합	3	1
闕	궐	18	18	木	대궐 궐	3	1
闖	틈	18	18	木	엿볼	3	1
闚	규	19	19	木	갸웃이 볼 규	0	1
關	관	19	19	木	빗장 관	4	1
闞	함	19	19	木	범 소리 함	0	1
闠	궤	20	20	木	저자문 궤	0	1
闡	천	20	20	木	열 천	3	0
闢	벽	21	21	木	열 벽	4	0
闥	달	20	20	木	대문 달	0	1
阜	부	8	8	土	언덕 부	3	0
阡	천	11	5	土	두렁 천	3	1
阤	치	11	5	土	떨어질 치	0	1
阧	두	12	6	土		0	1
阨	액	12	6	土	막힐 액	1	1
阩	승	12	6	土		0	1
阪	판	12	6	土	산비탈 판	3	1
阭	윤	12	6	土		2	1
阮	완,원	12	6	土	성씨 완	3	1
阯	지	12	6	土	터 지	0	0
防	방	12	6	土	둑 방	4	1
阷	정	13	7	土		0	1
阻	조	13	7	土	험할 조	4	1
阿	아	13	7	土	언덕 아	3	0
陀	타	13	7	土	비탈 타	3	1
陂	피	13	7	土	기울어질 피	3	1
附	부	13	7	土	붙을 부	4	1
陋	누,루	14	8	土	줍을 누	3	1
陌	맥	14	8	土	두렁 맥	3	1
降	강,항	14	8	土	내릴 강	4	1
陏	수,타	14	8	土		0	1
限	한	14	8	土	한정할 한	4	1
陑	이	14	8	土		0	1
陔	해	14	8	土		1	1
陖	준	15	9	土		0	1
陗	초	15	9	土		0	1
陘	형	15	9	土	지레목 형	1	1
陛	폐	15	9	土	대궐 섬돌 폐	3	1
陜	합	15	9	土	고을이름	3	0
陝	섬	15	9	土	고을이름 섬	3	0
陞	승	15	9	土	오를 승	3	0
陟	척	15	9	土	오를 척	3	0
陡	두	15	9	土	절벽 두	1	1
院	원	15	9	土	원집 원	4	1
陣	진	15	9	土	줄 진	4	1
除	제	15	9	土	섬돌 제	4	1
陪	배	16	10	土	쌓아올릴 배	4	1
陬	추	16	10	土	벼루 추	1	1
陰	음	16	10	土	음기 음	4	0
陱	국	16	10	土		0	1
陲	수	16	10	土	변방 수	1	1
陳	진	16	10	土	늘어놓을 진	4	1
陴	비	16	10	土	성가퀴 비	1	1
陵	능,릉	16	10	土	능 능	3	1
陶	도	16	10	土	질 그도 도	3	0
陷	함	16	10	土	빠질 함	4	1
陸	륙,육	16	10	土	뭍 륙	4	0
陹	승	16	10	土		0	1
陼	저	17	10	土	모래섬 저	0	1
陽	양	17	11	土	볕 양	4	1
隄	제	17	11	土	堤와 同字	1	1
隅	우	17	11	土	모퉁이 우	3	1
隆	륭,융	17	11	土	클 륭	4	0
隊	대	17	11	土	군대 대	4	1
隋	수	17	11	土	수나라 수	3	0
隍	황	17	11	土	해자 황	3	1
階	계	17	11	土	섬돌 계	4	1
隑	기	18	12	土		0	1
隔	격	18	12	土	막을 격	4	1
隕	운	18	12	土	떨어질 운	3	1
隗	외	18	11	土	높을 외	1	0
隘	애	18	12	土	좁을 애	3	1
隙	극	18	12	土	틈 극	3	1
際	제	19	13	土	사이 제	4	1
障	장	19	13	土	막을 장	3	1
隣	린,인	20	14	土	鄰의 俗字	3	1
隤	퇴	20	14	土	무너질 퇴	0	1
隧	수	21	14	土	무덤길 수	4	1
隨	수	21	14	土	따를 수	4	1
隩	오	21	14	土	감출 오	0	1
險	험	21	15	土	험할 험	4	1
隮	제	22	16	土		0	1
隰	습	22	16	土	진펄 습	1	1
隱	은	22	16	土	숨을 은	3	1
隳	휴	23	17	土	무너뜨릴 휴	0	1
隴	농,롱	24	18	土	고개 이름 롱	1	1
隶	이	8	8	水	밑 이	1	1
隷	례,예	16	16	水	隸와 同字	3	1
隸	례,예	17	17	水	붙을 례	1	1
隹	추	8	8	火	새 추	1	1
隺	각,학	10	10	火		0	1
隻	척	10	10	火	새 한 마리 척	4	1
隼	준	10	10	火	새매 준	2	1
雀	작	11	11	火	참새 작	4	1
雁	안	12	12	火	鴈과 同字	3	1
雄	웅	12	12	火	수컷 웅	4	1
雅	아	12	12	火	아담할 아	4	0
集	집	12	12	火	모일 집	4	1
雇	고	12	12	火	새이름 고	4	1
雉	치	13	13	火	꿩 치	3	1
雋	전,준	12	12	火	새살찔	3	1
雌	자	14	14	火	암컷 자	4	1
雍	옹	13	13	火	조화로울 옹	3	0
雎	저	13	13	火	저구 저	3	1
雕	조	16	16	火	독수리 조	4	1
雖	수	17	17	火	비록 수	4	1
雗	한	18	18	火		0	1
雙	쌍	18	18	火	짝 쌍	4	1
雚	관	17	17	火	황새 관	0	1
雛	추	18	18	火	새 새끼 추	3	1
雜	잡	18	18	火	섞일 잡	4	1
雝	옹	18	18	火	조화로울 옹	0	1
雞	계	18	18	火	닭 계	2	1
離	리,이	18	18	火	떼 놓을 리	4	1
難	난	19	19	火	어려울 난	4	1
雨	우	8	8	水	비 우	4	0
雩	우	11	11	水	기우제 우	3	1
雪	설	11	11	水	눈 설	4	1
雯	문	12	12	水	구름 무늬 문	3	0
雰	분	12	12	水	안개 분	3	0
雲	운	12	12	水	구름 운	4	0
零	령,영	13	13	水	조용히 오는 비 령	4	1
雷	뇌,뢰	13	13	水	우뢰 뇌	4	1
雹	박	13	13	水	누리 박	3	1
雺	몽	13	13	水	안개 몽	0	0
電	전	13	13	水	번개 전	4	1
需	수,유	14	14	水	음식 수	4	1
霄	소	15	15	水	하늘 소	1	0
霅	삽	15	15	水	비올 삽	0	1
霆	정	14	14	水	벼락 정	3	1
震	진	15	15	水	벼락 진	4	1
霈	패	15	15	水	비 쏟아질 패	1	1
霉	매	15	15	水	매우 매	1	1
霌	주	16	16	水	운우 모양 주	0	1
霍	곽	16	16	水	빠를 곽	1	1
霎	삽	16	16	水	가랑비 삽	1	1
霏	비	16	16	水	눈 펄펄 내릴 비	1	1
霑	점	16	16	水	젖을 점	3	1
霓	예	16	16	水	암무지개 예	3	1
霔	주	16	16	水	장마 주	0	1
霖	림,임	16	16	水	장마 림	3	1
霙	영	16	16	水	눈꽃 영	3	1
霜	상	17	17	水	서리 상	3	1
霞	하	17	17	水	놀 하	3	1
霣	운	18	18	水	떨어질 운	0	1
霦	빈	19	19	水	옥 광채 빈	1	0
霧	무	18	18	水	안개 무	4	0
霪	음	19	19	水	장마 음	1	1
霰	산	20	20	水	싸라기눈 산	3	1
霱	율,휼	20	20	水		0	1
露	노,로	21	21	水	이슬 노	4	0
霸	패	21	21	水	으뜸 패	1	0
霹	벽	21	21	水	벼락 벽	3	1
霽	제	22	22	水	갤 제	3	1
靂	력,역	24	24	水	벼락 력	3	1
靄	애	24	24	水	아지랭이 애	3	1
靆	체	23	23	水	구름 낄 체	1	0
靈	령,영	24	24	水	신령 령	4	1
靉	애	25	25	水	구름낄 애	1	0
靌	보	27	27	水		0	1
靑	청	8	8	木	푸를 청	3	0
青	청	8	8	木		2	1
靕	진	13	13	木		0	1
靖	정	13	13	木	다스릴 정	3	0
靘	정	14	14	木		0	1
静	정	14	14	木		1	1
靚	정	15	15	木	단장할 정	2	1
靛	전	16	16	木	푸른 대 전	1	1
靜	정	16	16	木	고요할 정	4	0
靝	천	18	18	木	하늘 천	0	0
非	비	8	8	水	아닐 비	4	1
靠	고	15	15	水	기댈 고	2	1
靡	미	19	19	水	쓰러질 미	3	1
面	면	9	9	火	낯 면	4	1
靦	전	16	16	火	무안할 전	1	1
靨	엽	23	23	火	웃는 볼 옴쏙 들어갈	1	1
革	혁	9	9	金	가죽 혁	3	1
靭	인	12	12	金	韌과 同字	3	1
靳	근	13	13	金	아낄 근	1	1
靴	화	13	13	金	신 화	3	1
靷	인	13	13	金	가슴걸이 인	3	1
靺	말	14	14	金	버선 말	3	1
靼	달	14	14	金	다룬가죽 달	1	1
鞀	도	14	14	金	소고 도	0	1
鞁	피	14	14	金	말 가슴걸이 피	0	1
鞄	포	14	14	金	가방 포	1	1
鞅	앙	14	14	金	가슴걸이 앙	1	1
鞋	혜	15	15	金	신 혜	4	1
鞍	안	15	15	金	안장 안	3	1
鞏	공	15	15	金	묶을 공	3	1
鞕	경	16	16	金		0	1
鞘	초	16	16	金	칼집 초	1	1
鞠	국	17	17	金	기를 국	4	0
鞣	유	18	18	金	다룬 가죽 유	1	1
鞦	추	18	18	金	그네 추	1	1
鞨	갈	18	18	金	말갈나라 갈	3	0
鞫	국	18	18	金	문초받을	3	1
鞬	건	17	17	金	칼집 건	0	1
鞭	편	18	18	金	채찍 편	4	1
鞱	도	19	19	金	너그러울 도	0	0
鞴	비	19	19	金	풀무 비	0	1
鞸	필	19	19	金	슬갑 필	0	1
鞹	곽	19	19	金	무두질한 가죽 곽	0	1
