hanja	readings	wonhoek	pilhoek	element	meaning	namefit	avoid
潞	노,로	16	16	水	강 이름 로	3	0
潟	석	16	15	水	개펄 석	3	1
潡	돈	16	15	水	큰 물 돈	0	0
潢	황	16	14	水	웅덩이 황	3	1
潣	민	16	15	水		2	1
潤	윤	16	15	水	불을	3	0
潦	노,로,료,요	16	15	水	큰 비 료	1	1
潨	종,총	16	15	水		0	1
潪	지	16	15	水		0	1
潭	담	16	15	水	깊을 담	3	0
潮	조	16	15	水	조수 조	4	1
潯	심	16	15	水	물가 심	1	1
潰	궤	16	15	水	흩어질 궤	3	1
潱	열	16	15	水		0	1
潴	저	16	14	水	瀦와 同字	1	1
潸	산	16	15	水	눈물흐를 산	1	1
潺	잔	16	15	水	물이 줄줄 흐르는	3	1
潼	동	16	15	水	물 이름 동	3	0
潽	보	16	15	水	물이름	3	1
潾	린,인	16	15	水	맑을 린	3	0
澁	삽	16	15	水	떫을 삽	3	1
澂	징	16	15	水	澄과 同字	1	1
澄	징	16	15	水	맑을 징	3	0
澆	요	16	15	水	걸찰 요	2	1
澇	노,로	16	15	水		1	1
澈	철	16	15	水	물 맑을 철	4	0
澉	감	16	14	水		0	1
澋	횡	16	15	水	물이 빙 돌 횡	0	0
澌	시	16	15	水	물 잦을 시	0	0
澍	주	16	15	水	단비 주	3	1
澎	팽	16	15	水	물소리 팽	3	1
澐	운	16	15	水	큰 물결 운	3	0
澒	홍	16	15	水	수은 홍	0	1
澓	복	16	15	水		0	1
澔	호	16	15	水	浩와 同字	3	1
澕	화	16	13	水		0	1
澖	한	16	15	水		0	1
澗	간	16	15	水	산골물 간	3	1
澘	산	16	15	水	潸의 略字	0	1
澞	우	17	16	水		0	1
澟	늠,름	17	16	水	서늘할 름	0	1
澡	조	17	16	水	씻을 조	2	1
澣	한	17	16	水	빨 한	3	1
澤	택	17	16	水	못 택	3	0
澥	해	17	16	水		0	1
澧	례,예	17	16	水	강 이름 례	3	0
澨	서	17	16	水	물가 서	0	1
澪	령,영	17	16	水		1	1
澮	회	17	16	水	봇도랑 회	3	1
澯	찬	17	16	水	맑을 찬	3	0
澱	전	17	16	水	찌끼 전	3	1
澳	오	17	15	水	깊을 오	4	0
澴	환	17	16	水		1	1
澶	전	17	16	水	물이름 전	1	1
澹	담	17	16	水	맑을 담	3	0
澾	달	17	15	水	미끄러울	3	1
激	격	17	16	水	물결 부딪혀 흐를 격	4	0
濁	탁	17	16	水	흐릴 탁	4	1
濂	렴,염	17	16	水	내 이름 렴	3	1
濆	분	17	15	水	뿜을 분	0	1
濇	색	17	16	水	껄끄러울 색	0	1
濈	즙,집	17	15	水		0	1
濉	수	17	16	水		0	1
濊	예	17	16	水	흐릴 예	3	1
濋	초	17	16	水		0	1
濔	니,미,이	18	17	水		0	1
濕	습	18	17	水	젖을 습	3	1
濘	녕,영	18	17	水	진흙 녕	2	1
濚	영	18	17	水	물 돌아나갈 영	3	0
濛	몽	18	16	水	가랑비 올 몽	1	1
濜	신,진	18	17	水		0	1
濞	비	18	17	水	물 소리 비	0	0
濟	제	18	17	水	나루 제	3	0
濠	호	18	17	水	해자 호	3	1
濡	유	18	17	水	적실 유	3	1
濤	도	18	17	水	물결 도	4	0
濥	인	18	17	水		0	1
濦	은	18	17	水		0	1
濩	호	18	16	水	퍼질 호	3	1
濫	남,람	18	17	水	퍼질 남	3	1
濬	준	18	17	水	칠 준	3	0
濮	복	18	17	水	강 이름 복	1	0
濯	탁	18	17	水	씻을 탁	3	1
濰	유	18	17	水		1	1
濱	빈	18	17	水	물가 빈	4	1
濴	영	18	17	水	물 졸졸 흐를 영	0	0
濶	활	18	17	水		1	1
濺	천	19	18	水	흩뿌릴 천	1	1
濼	락,록	19	18	水		0	1
濾	려,여	19	18	水	겨를 려	3	1
瀀	우	19	18	水		0	1
瀁	양	19	17	水	물결 일렁일 양	3	0
瀅	형	19	18	水	맑을 형	3	0
瀆	독	19	18	水	도랑 독	3	1
瀇	왕	19	17	水	아득할 왕	0	1
瀉	사	19	18	水	토할 사	3	1
瀊	반	19	18	水		0	1
瀋	심	19	18	水	즙낼	3	1
瀍	전	19	18	水		0	1
瀏	류,유	19	18	水	맑을 류	3	0
瀑	폭	19	18	水	폭포수 폭	4	1
瀒	색	19	18	水	濇의 俗字	0	1
瀓	징	19	18	水	맑을 징	0	0
瀕	빈	20	19	水	물가 빈	3	1
瀘	노,로	20	19	水	강 이름 로	3	0
瀚	한	20	19	水	넓고 큰 한	3	1
瀛	영	20	19	水	큰 바다 영	3	0
瀜	융	20	19	水	물 깊을 륭	3	0
瀝	력,역	20	19	水	거를 력	3	1
瀞	정	20	17	水	맑을 정	3	0
瀟	소	20	19	水	물 맑을 소	3	0
瀢	유	20	18	水		0	1
瀣	해	20	19	水	찬이슬 해	3	0
瀤	회	20	19	水		0	1
瀦	저	20	18	水	물 괼 저	1	0
瀧	농,롱	20	19	水	적실	3	1
瀨	뇌,뢰	20	19	水	여울 뢰	3	1
瀯	영	21	19	水	물소리 영	3	1
瀰	미	21	20	水	물 넓을 미	1	0
瀱	계	21	20	水		0	1
瀲	렴,염	21	20	水	넘칠 렴	1	1
瀴	영	21	20	水		0	1
瀷	익	21	20	水	강이름 익	3	1
瀸	첨	21	20	水	적실 첨	0	1
瀼	양	21	20	水	이슬 많은 모양 양	0	0
瀾	난,란	21	20	水	물결 란	3	0
灁	연	21	20	水		0	1
灄	섭	22	21	水	흠치르르할 섭	0	1
灆	남,람	22	20	水		0	1
灈	구	22	21	水		0	1
灊	심,첨	22	21	水		0	1
灌	관	22	20	水	물 댈 관	4	0
灐	형	22	21	水	물 이름 형	3	0
灑	쇄	23	22	水	뿌릴 쇄	3	1
灒	찬	23	22	水		1	1
灓	난,란	23	23	水	적실 란	0	1
灕	라,리	23	21	水		1	1
灘	탄	23	22	水	여울 탄	4	1
灛	천	24	23	水		0	1
灝	호	25	24	水	넓을 호	3	0
灞	파	25	24	水	물이름 파	1	1
灠	남,람	25	24	水		1	1
灡	난,란	25	23	水		0	1
灣	만	26	25	水	물굽이 만	4	1
灤	란	27	26	水		1	1
灥	천	27	27	水		1	1
灦	현	27	26	水		0	1
灨	공	28	27	水		0	1
灩	염	32	31	水	물 그득할 염	1	0
灪	울	33	32	水		0	1
火	화	4	4	火	불 화	4	1
灯	정	6	6	火	燈의 略字	1	1
灰	회	6	6	火	재 회	4	1
灱	초,효	6	6	火		0	1
灴	홍	7	7	火		0	1
灸	구	7	7	火	지질 구	3	1
灼	작	7	7	火	사를 작	3	1
災	재	7	7	火	재앙 재	4	1
灾	재	7	7	火	災와 同字	1	1
炁	기	8	8	火	기운 기	0	1
炂	종	8	8	火		0	1
炅	경	8	8	火	빛날 경	3	0
炆	문	8	8	火	따뜻할 문	2	1
炊	취	8	8	火	불 지필 취	3	1
炎	담,염	8	8	火	불꽃 염	4	0
炑	목	8	8	火		0	1
炒	초	8	8	火	볶을 초	4	1
炓	료	8	8	火		0	1
炔	결	8	8	火		1	1
炕	항	8	8	火	마를 항	1	1
炘	흔	8	8	火	화끈거릴 흔	3	1
炙	자,적	8	8	火	고기구을 자	3	1
炚	광	8	8	火	햇빚 뜨거울 광	3	1
炛	광	8	8	火		0	1
炟	달	9	9	火		0	1
炡	정	9	9	火	데칠 정	3	1
炤	소,조	9	9	火	밝을 소	3	0
炦	발,별	9	9	火		0	1
炫	현	9	9	火	밝을 현	3	0
炬	거	8	8	火	횃불 거	3	1
炭	탄	9	9	火	숯 탄	3	1
炮	포	9	9	火	그슬릴 포	2	1
炯	형	9	9	火	빛날 형	3	0
炰	포	9	9	火	그슬 포	0	1
炱	태	9	9	火		0	1
炳	병	9	9	火	밝을 병	3	0
炴	앙	9	9	火		0	1
炵	동	9	9	火		0	1
炷	주	9	9	火	심지 주	3	1
炸	작	9	9	火	터질 작	3	1
点	점	9	9	火	點의 略字	3	1
烆	행	10	10	火		0	1
烈	렬,열	10	10	火	세찰 렬	4	1
烊	양	10	10	火	구울 양	1	1
烋	효,휴	10	10	火	경사로울 휴	3	1
烍	선	10	10	火		0	1
烏	오	10	10	火	까마귀 오	4	1
烑	요	10	10	火		0	1
烓	계	10	10	火	화덕 계	2	1
烔	동	10	10	火		1	1
烘	홍	10	10	火	횃불 홍	4	1
烙	낙,락	10	10	火	지질 낙	3	1
烜	훤	10	10	火	마를 훤	1	1
烝	증	10	10	火	김 오를 증	3	0
烟	연	10	10	火	煙과 同字	4	1
烯	희	11	11	火		1	1
烰	부	11	11	火		0	1
烱	경	11	11	火	빛날 경	3	0
烲	철	11	11	火		0	1
烳	보	11	11	火		0	1
烴	경	11	11	火		1	1
烹	팽	11	11	火	삶을 팽	3	1
烺	낭,랑	11	11	火		1	1
烽	봉	11	11	火	봉화 봉	3	1
焃	혁	11	11	火		0	1
焄	훈	11	11	火	연기에 그을릴 훈	3	1
焆	결	11	11	火		0	1
焇	소	11	11	火		0	1
焉	언	11	11	火	어찌 언	3	1
焌	준	11	11	火	굽을 준	3	1
焙	배	12	12	火	불에 쬘 배	3	1
焚	분	12	12	火	불사를 분	3	1
焛	린,인	12	12	火		0	1
焜	혼	12	12	火	빛날 혼	1	0
焞	돈,순	12	12	火	귀갑 지지는 불 돈	3	1
焠	쉬	12	12	火	물들일 쉬	1	1
無	무	12	12	火	없을 무	4	1
焦	초	12	12	火	그슬릴 초	4	1
焭	경	12	12	火	근싱할 경	0	1
焮	흔	12	12	火	불사를 흔	0	1
焯	작	12	12	火	밝을 작	1	0
焰	염	12	12	火	불당길	4	1
焱	혁	12	12	火		1	1
焵	강	12	12	火		0	1
然	연	12	12	火	불사를 연	4	1
煂	혁	13	13	火		0	1
煃	규	13	13	火		1	1
煄	종	13	13	火		0	1
煆	하	13	13	火	불사를 하	1	1
煇	훈,휘	13	13	火	빛날 휘	3	0
煉	련,연	13	13	火	불릴 련	3	1
煊	훤	13	13	火	따뜻할 훤	3	1
煋	성	13	13	火		0	1
煌	황	13	13	火	빛날 황	3	0
煎	전	13	13	火	달일 전	3	1
煐	영	12	12	火	빛날 영	3	0
煒	위,휘	13	13	火	벌그레할 위	1	1
煓	단	13	13	火		0	1
煔	섬,첨	13	13	火		0	1
煕	희	14	14	火		1	1
煖	난	13	13	火	따뜻할 난	3	1
煙	연	13	13	火	연기 연	4	1
煜	욱	13	13	火	비칠 욱	3	0
煝	미	13	13	火		0	1
煞	살	13	13	火	죽일 살	3	1
煟	위	13	13	火		0	1
煢	경	13	13	火	외로울 경	0	1
煣	유	13	13	火		0	1
煤	매	13	13	火	그을음 매	3	1
煥	환	13	13	火	불꽃 환	3	0
煦	후	13	13	火	따뜻하게 할 후	3	1
照	조	13	13	火	비출 조	3	1
煨	외	13	13	火	불에 묻어 구울 외	1	1
煩	번	13	13	火	괴로워할 번	3	1
煬	양	13	13	火	구울 양	3	1
煮	자	12	12	火	삶을 자	4	1
煹	구	14	14	火		0	1
煽	선	14	14	火	부칠 선	3	1
熀	엽,황	14	14	火	불빛 이글이글할 녑	2	0
熂	희	14	14	火		0	1
熄	식	14	14	火	불 꺼질 식	4	1
熅	온	14	14	火		0	1
熇	혹,효	14	14	火	불김 효	0	1
熈	희	14	14	火		1	1
熉	운	14	14	火	누른 빛 운	3	0
熊	웅	14	14	火	곰 웅	4	1
熏	훈	14	14	火	연기 낄 훈	3	1
熐	명	14	14	火		0	1
熒	형	14	14	火	등불 형	3	1
熔	용	14	14	火	鎔의 俗字	3	1
熙	희	14	14	火	빛날 희	3	0
熚	필	14	14	火		0	1
熛	표	15	15	火	불똥 튈 표	0	1
熟	숙	15	15	火	익힐 숙	4	1
熠	습	15	15	火	환할 습	1	0
熡	누,루	15	15	火		0	1
熢	봉	14	14	火	연기 자욱할 봉	3	1
熤	익	15	15	火	빛날 익	0	0
熨	위	15	15	火	다리미 위	2	1
熩	호	15	15	火		0	1
熬	오	14	14	火	볶을 오	3	1
熯	한	15	15	火		0	1
熱	열	15	15	火	뜨거울 열	4	1
熲	경	15	15	火	빛날 경	2	0
熹	희	16	16	火	성할 희	3	0
熺	희	16	16	火	熹와 同字	3	1
熾	치	16	16	火	불 활활 붙을 치	3	1
熿	황	15	15	火		0	1
燀	단,천	16	16	火		0	1
燁	엽	14	14	火	불 이글글할 엽	3	0
燃	연	16	16	火	불사를 연	4	1
燆	교	16	16	火		0	1
燈	등	16	16	火	등잔 등	4	1
燉	돈	16	16	火	불 성할 돈	3	0
燊	신	16	16	火		1	1
燋	초	16	16	火	홰 초	0	1
燎	료,요	16	16	火	화톳불 료	3	1
燏	율	16	16	火		0	1
燐	린,인	16	16	火	도깨비불 린	3	1
燒	소	16	16	火	불 붙을 소	4	1
燔	번	16	16	火	구울 번	3	1
燕	연	16	16	火	제비 연	4	1
燖	심	16	16	火	삶을 심	0	1
燙	탕	16	16	火	씻을 탕	1	1
燛	경	16	16	火		0	1
營	영	16	16	火	지을 영	4	1
燠	오,우,욱	16	16	火	더울 욱	1	1
燥	조	17	17	火	마를 조	4	1
燦	찬	17	17	火	빛날 찬	4	0
燧	수	16	16	火	봉화 수	3	1
燬	훼	17	17	火	불 훼	2	1
燭	촉	17	17	火	爥의 俗字	4	1
燮	섭	17	17	火	불에 익힐 섭	3	1
燸	유	18	18	火		1	1
燹	희	18	18	火		1	1
燻	훈	18	18	火	연기 낄 훈	3	1
燼	신	18	18	火	깜부기불 신	3	1
燽	주	18	18	火		0	1
燾	도	18	18	火	비칠 도	3	0
燿	요	18	18	火	비칠 요	3	0
爀	혁	18	18	火	불빛 혁	3	1
爁	남,람	18	18	火		0	1
爆	폭	19	19	火	불터질 폭	4	1
爇	설	18	18	火	불사를 설	0	1
爌	광	18	18	火	불 빛 환할 광	1	0
爍	삭	19	19	火	빛날 삭	1	0
爐	노,로	20	20	火	화로 노	4	1
爔	희	20	20	火	불 희	2	1
爗	엽	18	18	火	불 이글글할 엽	0	0
爚	약	21	21	火	스러질 약	0	1
爛	난,란	21	21	火	문드러질 난	4	1
爟	관	21	21	火	봉화 관	0	1
爣	당	24	24	火		0	1
爥	촉	25	25	火	비칠 촉	0	0
爨	찬	30	30	火	불땔 찬	1	1
爪	조	4	4	木	손톱 조	4	1
爬	파	8	8	木	긁을 파	4	1
爭	쟁	8	8	木	다툴 쟁	4	1
爰	원	9	9	木	당길 원	3	1
爲	위	12	12	木	할 위	4	1
爵	작	17	17	木	벼슬 작	3	0
父	부	4	4	木	아비 부	4	1
爸	파	8	8	木	아비 파	2	1
爹	다	10	10	木	아비 다	1	1
爺	야	12	12	木	아비 야	4	1
爻	효	4	4		효 효	3	1
爽	상	11	11		시원할 상	4	1
爾	이	14	14		너 이	3	1
牀	상	8	8	木	평상 상	4	1
牁	가	9	9	木		0	1
牂	장	10	10	木	암양 장	0	1
牆	장	17	17	木	담 장	4	1
片	편	4	4	木	조각 편	4	1
版	판	8	8	木	조각 판	4	1
牋	전	12	12	木	글 전	0	0
牌	패	12	12	木	방 붙일 패	4	1
牒	첩	13	13	木	글씨판 첩	3	0
牓	방	14	14	木	패 방	0	1
牔	박	14	14	木	박공 박	0	1
牖	유	15	15	木	엇살창 유	1	1
牘	독	19	19	木	편지 독	3	1
牙	아	4	4		어금니 아	4	1
牚	탱	12	12			0	1
牛	우	4	4	土	소 우	4	1
牝	빈	6	6	土	암컷 빈	3	1
牟	모	6	6	土	소 우는 소리 모	3	0
牡	모	7	7	土	수컷 모	3	1
牢	뇌,뢰	7	7	土	가축우리 뇌	4	1
牣	인	7	7	土		0	1
牧	목	8	8	土	칠 목	4	1
物	물	8	8	土	만물 물	4	1
牯	고	9	9	土	암소 고	1	1
牲	생	9	9	土	희생 생	4	1
牴	저	9	9	土	찌를 저	1	1
牸	자	10	10	土	암컷 자	0	1
特	특	10	10	土	우뚝할 특	4	1
牽	견	11	11	土	당길 견	4	1
牾	오	11	11	土		1	1
犀	서	12	12	土	무소 서	3	1
犁	리,이	11	11	土	얼룩소 리	3	1
犂	리,이	12	12	土		1	1
犇	분	12	12	土	달아날 분	1	1
犍	건	12	12	土	불친 소 건	0	1
犒	호	14	14	土	호궤할 호	1	1
犖	낙,락	14	14	土	얼룩소 락	1	1
犢	독	19	19	土	송아지 독	3	1
犧	희	20	20	土	희생 희	4	1
犬	견	4	4	土	큰 개 견	3	1
犯	범	6	5	土	범할 범	4	1
犳	작	7	6	土	아롱 짐승 작	0	1
犴	안	7	6	土	들개 안	0	1
犵	힐	7	6	土	오랑캐이름 힐	0	1
狀	상,장	8	8	土	형상 상	4	1
狂	광	8	7	土	미질 광	3	1
狄	적	8	7	土	북방 오랑캐 적	3	1
狉	비	9	8	土	삵의 새끼 비	0	1
狎	압	9	8	土	친근할 압	3	1
狐	호	9	8	土	여우 호	4	1
狒	비	9	8	土	비비 비	1	1
狗	구	9	8	土	개 구	4	1
狙	저	9	8	土	원숭이 저	3	1
狡	교	10	9	土	교활할 교	4	1
狢	학	10	9	土	오소리 학	1	1
狨	융	10	9	土	원숭이 융	0	1
狩	수	10	9	土	겨울사냥 수	3	1
狴	폐	11	10	土	짐승이름 폐	0	1
狷	견	11	10	土	고집스러울 견	1	1
狸	리,이	11	10	土	貍와 同字	4	1
狹	협	11	10	土	좁을 협	4	1
狺	은	11	10	土	뭇 개 짖는 소리 은	0	1
狻	산	11	10	土	사자 산	0	1
狼	낭,랑	11	10	土	이리 낭	4	1
狽	패	11	10	土	이리 패	3	1
猉	기	12	11	土		0	1
猊	예	12	11	土	사자 예	3	1
猒	염	12	12	土		0	1
猓	과	12	11	土	긴 꼬리 원숭이 과	1	1
猖	창	12	11	土	미쳐 날뛸 창	3	1
猗	아,의	12	11	土	불 깐 개 의	0	1
猘	제	12	11	土	미친개 제	0	1
猙	쟁	12	11	土	밉살스럴 쟁	1	1
猛	맹	12	11	土	사나울 맹	4	1
猜	시	12	11	土	의심낼 시	4	1
猝	졸	12	11	土	갑자기 졸	3	1
猢	호	13	12	土	원숭이 호	1	1
猥	외	13	12	土	더러울 외	3	1
猧	와	13	11	土	와개 와	0	1
猨	원	13	12	土	猿과 同字	0	1
猩	성	13	12	土	성성이 성	3	1
猪	저	12	11	土	豬의 俗字	3	1
猫	묘	13	11	土	고양이 묘	3	1
猴	후	13	12	土	원숭이 후	2	1
猶	유	13	12	土	어미 원숭이 유	3	1
猷	유	13	13	土	꾀 유	3	1
猾	활	14	12	土	교활할 활	4	1
猿	원	14	13	土	원숭이 원	3	1
獃	애	14	14	土	어리석을 애	1	1
獄	옥	15	14	土	감옥 옥	4	1
獅	사	14	13	土	사자 사	4	1
獎	장	15	15	土	권면할	3	1
獐	장	15	14	土	노루 장	3	1
獒	오	15	14	土	사나운 개 오	3	1
獗	궐	16	15	土	도둑 일어날 궐	3	1
獘	폐	16	15	土	곤할 폐	0	1
獜	린,인	16	15	土	튼튼할 린	0	1
獠	료,요	16	15	土	밤사냥 료	1	1
獨	독	17	16	土	홀로 독	4	1
獩	예	17	16	土	민족이름 예	0	1
獪	회	17	16	土	교활할 회	3	1
獫	험	17	16	土	험윤 오랑캐 험	0	1
獬	해	17	16	土	신통한 양 해	0	1
獯	훈	18	17	土	오랑캐 이름 훈	0	1
獰	녕,영	18	17	土	영악할	3	1
獲	획	18	16	土	얻을 획	4	1
獵	렵,엽	19	18	土	사냥 렵	4	1
獷	광	19	17	土	사나울 광	1	1
獸	수	19	19	土	짐승 수	4	1
獺	달	20	19	土	수달 달	3	1
獻	헌	20	20	土	바칠 헌	4	1
獼	미	21	20	土	원숭이 미	1	1
玁	험	24	22	土	獫과 同字	0	1
玄	현	5	5	水	검을 현	3	0
玆	자	10	10	水	이 자	3	1
率	률,솔,율	11	11	水	헤아릴 률	4	1
玈	노,로	11	11	水	검을 로	0	0
玉	옥	5	5	金	구슬 옥	4	0
王	왕	4	4	金	임금 왕	4	0
玎	정	7	6	金	옥소리 정	3	1
玏	륵	7	6	金		0	1
玒	강	8	7	金		0	1
玓	적	8	7	金		0	1
玔	천	8	7	金	옥고리 천	3	1
玕	간	8	7	金	옥돌 간	2	1
玖	구	8	7	金	옥 다음가는 돌 구	3	0
玗	우	8	7	金	옥돌 우	3	1
玘	기	8	7	金	패옥 기	3	1
玞	부	9	8	金	옥돌 부	0	1
玟	민	9	8	金	옥돌 민	3	0
玠	개	9	8	金	큰 서옥 개	1	1
玡	아	9	8	金		0	1
玢	분	9	8	金		1	1
玤	방	9	8	金		0	1
玦	결	9	8	金	옥패 결	1	1
玧	문,윤	9	8	金	귀막이 구슬 윤	3	0
玩	완	9	8	金	희롱할 완	4	1
玪	감,림,임	9	8	金		0	1
玫	매	9	8	金	매괴 매	2	1
玭	빈	9	8	金	구슬 이름 빈	3	0
环	배	9	8	金		1	1
玲	령,영	10	9	金	옥이름 령	3	1
玳	대	10	9	金	대모 대	3	1
玴	예	10	9	金		0	1
玷	점	10	9	金	옥의 티 점	1	1
玸	부	10	9	金		0	1
玹	현	10	9	金	옥돌	3	1
玻	파	10	9	金	파려옥 파	2	1
玼	체	10	10	金		0	1
玽	구	10	9	金		0	1
玿	소	10	9	金		2	1
珀	박,백	10	9	金	호박 박	3	1
珂	가	10	9	金	옥 이름 가	3	0
珆	이,태	10	9	金		0	1
珇	조	10	9	金		0	1
珈	가	10	9	金	머리꾸미개 가	1	1
珉	민	10	9	金	아름다운돌 민	3	0
珌	필	10	9	金	칼 장식 옥 필	3	0
珍	진	10	9	金	보배 진	4	0
珎	진	10	9	金		1	1
珏	각	10	9	金	쌍옥 각	3	1
珒	진	11	10	金	옥 이름 진	0	0
珓	교	11	10	金		0	1
珕	려	11	10	金		0	1
珖	광	11	10	金	옥피리 광	3	1
珗	선	11	10	金		2	1
珘	주	11	10	金		0	1
珙	공,홍	11	10	金	큰 옥 공	3	0
珚	연	11	10	金		0	1
珝	후	11	10	金	옥 이름 후	3	0
珞	낙,락	11	10	金	구슬 목걸이 낙	3	0
珠	주	11	10	金	구슬 주	4	0
珢	은	11	10	金	옥돌 은	2	1
珣	순	11	10	金	옥그릇 순	3	1
珤	보	11	10	金	寶의 古字	3	1
珥	이	11	10	金	귀막이 옥 이	3	0
珦	향	11	10	金	옥이름	3	1
珧	요	11	10	金		0	1
珩	형	11	10	金	노리개 형	3	1
珪	규	11	10	金	圭와 同字	3	1
珫	충	11	10	金		2	1
珬	술	11	10	金		0	1
班	반	11	10	金	나눌 반	4	0
珮	패	11	10	金	노리개 패	1	1
珴	아	12	11	金		0	1
珵	정	12	11	金	노리개 정	2	1
珷	무	13	12	金	옥돌 무	3	1
珸	오	12	11	金		2	1
珹	성	12	10	金	옥이름	3	1
珺	군	12	11	金		1	1
珽	정	12	10	金	옥 이름 정	3	0
現	현	12	11	金	나타날 현	4	1
琁	선	12	11	金	옥 선	2	1
球	구	12	11	金	옥경쇠 구	4	1
琄	현	12	11	金		1	1
琅	낭,랑	12	11	金	옥 이름 랑	3	0
理	리,이	12	11	金	다스릴 리	4	0
琇	수	12	11	金	귀막이 수	3	1
琈	부	12	11	金		0	1
琉	류,유	11	11	金	유리 류	3	1
琊	야	12	10	金		1	1
琋	희	12	11	金		0	1
琑	소	12	11	金		0	1
琓	완	12	11	金	구슬	3	0
琗	채	13	12	金		0	1
琘	민	13	12	金		0	1
琛	침	13	12	金	보배 침	3	0
琝	민	13	12	金		0	1
琟	유	13	12	金		2	1
琠	전	13	12	金	옥이름	3	1
琡	숙	13	12	金	옥이름	3	1
琢	탁	13	12	金	옥 쪼을 탁	3	0
琤	쟁	13	10	金	옥소리 쟁	1	1
琥	호	13	12	金	호박 호	3	1
琦	기	13	12	金	옥 이름 기	3	0
琨	곤	13	12	金	옥돌 곤	3	1
琩	창	13	12	金		0	1
琪	기	13	12	金	옥 기	3	1
琫	봉	13	12	金	칼집 장식 봉	3	1
琬	완	13	12	金	보석 완	3	1
琭	록	13	12	金		1	1
琮	종	13	12	金	옥홀 종	3	1
琯	관	13	12	金	옥피리 관	3	1
琰	염	13	12	金	아름다운 옥 염	3	0
琱	조	13	12	金		0	1
琲	배	13	12	金	구슬 꿰미 배	1	0
琳	림,임	13	12	金	아름다운 옥 림	3	0
琴	금	13	12	金	거문고 금	4	0
琵	비	13	12	金	비파 비	3	1
琶	파	13	12	金	비파 파	3	1
琸	탁	13	12	金	사람이름 탁	3	1
琺	법	13	12	金	법랑 법	3	1
琿	혼	14	13	金	아름다운옥	3	0
瑀	우	14	13	金	옥돌 우	3	1
瑁	모	14	13	金	서옥 모	3	1
瑂	미	14	13	金		0	1
瑃	춘	14	13	金	옥이름	3	1
瑄	선	14	13	金	도리옥 선	3	0
瑅	제	14	13	金	제당 제	2	1
瑆	성	14	13	金		2	1
瑈	유	14	13	金		0	1
瑉	민	14	13	金		0	1
瑊	감,함	14	13	金		0	1
瑋	위	14	13	金	위옥 위	3	1
瑌	연	14	13	金		2	1
瑍	환	14	13	金		0	1
瑎	해	14	13	金		0	1
瑒	창,탕	14	13	金		0	1
瑔	전	14	13	金		0	1
瑕	하	14	13	金	티 하	3	1
瑖	단	14	13	金		0	1
瑗	원	14	13	金	도리옥 원	3	0
瑚	호	14	13	金	산호 호	3	1
瑛	영	14	12	金	옥빛 영	3	1
瑜	유	14	13	金	아름다운 옥 유	3	0
瑝	황	14	13	金	옥 소리 황	0	0
瑞	서	14	13	金	상서 서	3	0
瑟	슬	14	13	金	비파 슬	3	1
瑠	류,유	15	14	金	琉와 同字	3	1
瑢	용	15	14	金	패옥소리 용	3	1
瑣	쇄	15	14	金	옥가루 쇄	1	1
瑤	요	15	14	金	아름다운 옥 요	3	0
瑥	온	15	13	金	사람이름 온	3	1
瑨	진	15	14	金	아름다운 돌 진	3	0
瑩	영,형	15	15	金	귀막이 옥 영	3	0
瑪	마	15	14	金	마노 마	3	1
瑫	도	15	14	金		0	1
瑬	류	15	15	金		0	1
瑭	당	15	14	金	옥이름 당	1	1
瑮	률,율	15	14	金		0	1
瑯	낭,랑	15	12	金	고을 이름 랑	3	0
瑰	괴	15	13	金	슬이름 괴	2	1
瑱	진	15	14	金	귀막이옥 전	2	1
瑲	창	15	14	金	옥 소리 창	1	0
瑳	차	15	13	金	깨끗할 차	2	0
瑽	종	16	15	金	패옥소리 종	2	1
瑾	근	16	15	金	붉은옥 근	3	1
璀	최	16	15	金	옥빛 찬란할 최	1	0
璂	기	16	15	金	피변 꾸미개 기	3	1
璃	리,이	16	14	金	유리 리	4	1
璄	경	16	15	金		0	1
璅	소	16	15	金		0	1
璆	구	16	15	金	옥경쇠 구	1	1
璇	선	16	15	金	아름다운옥 선	3	0
璉	련,연	16	14	金	호련 련	3	1
璊	문	16	15	金	붉은 옥 문	1	0
璋	장	16	15	金	끝의 반을 깎아	3	1
璌	인	16	15	金		0	1
璐	로	17	17	金		1	1
璑	무	17	16	金		0	1
璒	등	17	16	金		0	1
璘	린,인	17	16	金	옥빛 린	3	1
璚	경	17	16	金		0	1
璜	황	17	15	金	서옥 황	3	1
璝	괴	17	16	金	옥돌 괴	0	1
璞	박	17	16	金	옥덩어리 박	3	1
璟	경	17	16	金	옥 빛 경	3	0
璠	번	17	16	金		1	1
璡	진	17	15	金	옥돌 진	3	1
璣	기	17	16	金	구슬 기	3	0
璥	경	18	16	金	경옥 경	3	1
璦	애	18	17	金		1	1
璧	벽	18	18	金	동근 옥 벽	3	0
璨	찬	18	17	金	빛날 찬	3	0
璪	조	18	17	金	면루관 드림 옥 조	3	0
璫	당	18	17	金	귀고리 당	0	1
璭	곤	18	16	金		0	1
環	환	18	17	金	고리 환	4	1
璱	슬	18	17	金		2	1
璲	수	18	16	金	서옥 수	3	1
璵	여	19	17	金	보배옥 여	3	0
璶	신	19	18	金		0	1
璸	빈	19	18	金		2	1
璹	숙	19	18	金	옥그릇	3	1
璼	남,람	19	18	金		0	1
璽	새	19	19	金	도장 새	3	1
